x,y,z,yaw
0,0,1.0,-90.0
0.002449802995478655,0.004358722895911577,1.0,-90.0
0.00489960599095731,0.008717445791823155,1.0,-90.0
0.007349408986435964,0.013076168687734733,1.0,-90.0
0.00979921198191462,0.01743489158364631,1.0,-90.0
0.012249014977393275,0.021793614479557886,1.0,-90.0
0.01469881797287193,0.026152337375469462,1.0,-90.0
0.017148620968350584,0.03051106027138104,1.0,-90.0
0.01959842396382924,0.03486978316729262,1.0,-90.0
0.022048226959307894,0.039228506063204195,1.0,-90.0
0.02449802995478655,0.04358722895911577,1.0,-90.0
0.026947832950265205,0.04794595185502735,1.0,-90.0
0.02939763594574386,0.052304674750938925,1.0,-90.0
0.031847438941222515,0.0566633976468505,1.0,-90.0
0.03429724193670117,0.06102212054276208,1.0,-90.0
0.03674704493217982,0.06538084343867366,1.0,-90.0
0.03919684792765847,0.06973956633458524,1.0,-90.0
0.04164665092313712,0.07409828923049681,1.0,-90.0
0.044096453918615774,0.07845701212640839,1.0,-90.0
0.046546256914094426,0.08281573502231997,1.0,-90.0
0.04899605990957308,0.08717445791823154,1.0,-90.0
0.05144586290505173,0.09153318081414312,1.0,-90.0
0.05389566590053038,0.0958919037100547,1.0,-90.0
0.056345468896009034,0.10025062660596627,1.0,-90.0
0.058795271891487685,0.10460934950187785,1.0,-90.0
0.06124507488696634,0.10896807239778943,1.0,-90.0
0.06369487788244499,0.113326795293701,1.0,-90.0
0.06614468087792365,0.11768551818961258,1.0,-90.0
0.0685944838734023,0.12204424108552415,1.0,-90.0
0.07104428686888097,0.12640296398143575,1.0,-90.0
0.07349408986435962,0.13076168687734732,1.0,-90.0
0.07594389285983828,0.1351204097732589,1.0,-90.0
0.07839369585531694,0.13947913266917047,1.0,-90.0
0.0808434988507956,0.14383785556508205,1.0,-90.0
0.08329330184627426,0.14819657846099363,1.0,-90.0
0.08574310484175292,0.1525553013569052,1.0,-90.0
0.08819290783723158,0.15691402425281678,1.0,-90.0
0.09064271083271024,0.16127274714872836,1.0,-90.0
0.0930925138281889,0.16563147004463993,1.0,-90.0
0.09554231682366755,0.1699901929405515,1.0,-90.0
0.09799211981914621,0.1743489158364631,1.0,-90.0
0.10044192281462487,0.17870763873237466,1.0,-90.0
0.10289172581010353,0.18306636162828624,1.0,-90.0
0.10534152880558219,0.18742508452419782,1.0,-90.0
0.10779133180106085,0.1917838074201094,1.0,-90.0
0.1102411347965395,0.19614253031602097,1.0,-90.0
0.11269093779201816,0.20050125321193255,1.0,-90.0
0.11514074078749682,0.20485997610784412,1.0,-90.0
0.11759054378297548,0.2092186990037557,1.0,-90.0
0.12004034677845414,0.21357742189966727,1.0,-90.0
0.1224901497739328,0.21793614479557885,1.0,-90.0
0.12493995276941146,0.22229486769149043,1.0,-90.0
0.12738975576489012,0.226653590587402,1.0,-90.0
0.12983955876036876,0.23101231348331358,1.0,-90.0
0.1322893617558474,0.23537103637922516,1.0,-90.0
0.13473916475132605,0.23972975927513673,1.0,-90.0
0.1371889677468047,0.2440884821710483,1.0,-90.0
0.13963877074228334,0.2484472050669599,1.0,-90.0
0.142088573737762,0.2528059279628715,1.0,-90.0
0.14453837673324063,0.2571646508587831,1.0,-90.0
0.14698817972871928,0.2615233737546947,1.0,-90.0
0.14943798272419792,0.2658820966506063,1.0,-90.0
0.15188778571967657,0.2702408195465179,1.0,-90.0
0.1543375887151552,0.2745995424424295,1.0,-90.0
0.15678739171063386,0.2789582653383411,1.0,-90.0
0.1592371947061125,0.2833169882342527,1.0,-90.0
0.16168699770159115,0.2876757111301643,1.0,-90.0
0.1641368006970698,0.29203443402607593,1.0,-90.0
0.16658660369254844,0.29639315692198753,1.0,-90.0
0.16903640668802708,0.30075187981789914,1.0,-90.0
0.17148620968350572,0.30511060271381074,1.0,-90.0
0.17393601267898437,0.30946932560972235,1.0,-90.0
0.17638581567446301,0.31382804850563395,1.0,-90.0
0.17883561866994166,0.31818677140154555,1.0,-90.0
0.1812854216654203,0.32254549429745716,1.0,-90.0
0.18373522466089895,0.32690421719336876,1.0,-90.0
0.1861850276563776,0.33126294008928037,1.0,-90.0
0.18863483065185624,0.33562166298519197,1.0,-90.0
0.19108463364733488,0.3399803858811036,1.0,-90.0
0.19353443664281353,0.3443391087770152,1.0,-90.0
0.19598423963829217,0.3486978316729268,1.0,-90.0
0.19843404263377082,0.3530565545688384,1.0,-90.0
0.20088384562924946,0.35741527746475,1.0,-90.0
0.2033336486247281,0.3617740003606616,1.0,-90.0
0.20578345162020675,0.3661327232565732,1.0,-90.0
0.2082332546156854,0.3704914461524848,1.0,-90.0
0.21068305761116404,0.3748501690483964,1.0,-90.0
0.2131328606066427,0.379208891944308,1.0,-90.0
0.21558266360212133,0.3835676148402196,1.0,-90.0
0.21803246659759998,0.3879263377361312,1.0,-90.0
0.22048226959307862,0.3922850606320428,1.0,-90.0
0.22293207258855727,0.39664378352795443,1.0,-90.0
0.2253818755840359,0.40100250642386603,1.0,-90.0
0.22783167857951456,0.40536122931977764,1.0,-90.0
0.2302814815749932,0.40971995221568924,1.0,-90.0
0.23273128457047185,0.41407867511160085,1.0,-90.0
0.2351810875659505,0.41843739800751245,1.0,-90.0
0.23763089056142914,0.42279612090342406,1.0,-90.0
0.24008069355690778,0.42715484379933566,1.0,-90.0
0.24253049655238643,0.43151356669524726,1.0,-90.0
0.24498029954786507,0.43587228959115887,1.0,-90.0
0.24743010254334372,0.44023101248707047,1.0,-90.0
0.24987990553882236,0.4445897353829821,1.0,-90.0
0.25232970853430103,0.4489484582788937,1.0,-90.0
0.2547795115297797,0.4533071811748053,1.0,-90.0
0.2572293145252583,0.4576659040707169,1.0,-90.0
0.25967911752073697,0.4620246269666285,1.0,-90.0
0.2621289205162156,0.4663833498625401,1.0,-90.0
0.26457872351169426,0.4707420727584517,1.0,-90.0
0.2670285265071729,0.4751007956543633,1.0,-90.0
0.26947832950265155,0.4794595185502749,1.0,-90.0
0.2719281324981302,0.4838182414461865,1.0,-90.0
0.27437793549360884,0.4881769643420981,1.0,-90.0
0.2768277384890875,0.4925356872380097,1.0,-90.0
0.2792775414845661,0.4968944101339213,1.0,-90.0
0.2817273444800448,0.5012531330298329,1.0,-90.0
0.2841771474755234,0.5056118559257444,1.0,-90.0
0.28662695047100206,0.509970578821656,1.0,-90.0
0.2890767534664807,0.5143293017175675,1.0,-90.0
0.29152655646195935,0.5186880246134791,1.0,-90.0
0.293976359457438,0.5230467475093906,1.0,-90.0
0.29642616245291664,0.5274054704053022,1.0,-90.0
0.2988759654483953,0.5317641933012137,1.0,-90.0
0.30132576844387393,0.5361229161971253,1.0,-90.0
0.3037755714393526,0.5404816390930368,1.0,-90.0
0.3062253744348312,0.5448403619889484,1.0,-90.0
0.30867517743030987,0.5491990848848599,1.0,-90.0
0.3111249804257885,0.5535578077807715,1.0,-90.0
0.31357478342126716,0.557916530676683,1.0,-90.0
0.3160245864167458,0.5622752535725946,1.0,-90.0
0.31847438941222445,0.5666339764685061,1.0,-90.0
0.3209241924077031,0.5709926993644177,1.0,-90.0
0.32337399540318174,0.5753514222603292,1.0,-90.0
0.3258237983986604,0.5797101451562408,1.0,-90.0
0.328273601394139,0.5840688680521523,1.0,-90.0
0.33072340438961767,0.5884275909480639,1.0,-90.0
0.3331732073850963,0.5927863138439754,1.0,-90.0
0.33562301038057496,0.597145036739887,1.0,-90.0
0.3380728133760536,0.6015037596357985,1.0,-90.0
0.34052261637153225,0.60586248253171,1.0,-90.0
0.3429724193670109,0.6102212054276216,1.0,-90.0
0.34542222236248954,0.6145799283235331,1.0,-90.0
0.3478720253579682,0.6189386512194447,1.0,-90.0
