time,x,y,z,v_x_g,v_y_g,v_x_bl,v_y_bl,psi_rad,psi_deg,psi_rate,psi_rate_deg
0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.010012515644555695,0.01,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.02002503128911139,0.01,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.030037546933667086,0.02,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.04005006257822278,0.02,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.05006257822277847,0.03,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.06007509386733417,0.03,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.07008760951188986,0.04,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.08010012515644556,0.04,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.09011264080100126,0.05,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.10012515644555695,0.05,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.11013767209011265,0.06,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.12015018773466835,0.06,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.13016270337922403,0.07,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.14017521902377972,0.07,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.15018773466833543,0.08,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.16020025031289112,0.08,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.1702127659574468,0.09,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.18022528160200252,0.09,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.1902377972465582,0.1,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.2002503128911139,0.1,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.2102628285356696,0.11,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.2202753441802253,0.11,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.23028785982478098,0.12,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.2403003754693367,0.12,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.2503128911138924,0.13,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.26032540675844806,0.13,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.27033792240300375,0.14,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.28035043804755944,0.14,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.2903629536921152,0.15,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.30037546933667086,0.15,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.31038798498122655,0.16,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.32040050062578224,0.16,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.3304130162703379,0.17,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.3404255319148936,0.17,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.3504380475594493,0.18,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
